Time,CloudCover (In %),Direct_radiation (W/m²),Humidity (%H),Precipitaion (mm),SolarGeneration (MW),Surface_Pressure (hPa),Temperature (°C),ThermalGeneration (GW),Energy_Demand (GW),WindGeneration (MW),WindSpeed (km/h),USD_EGP_FX (EGP),Air_Density,BRENT_Crude_Oil_USD ($)
8/22/2022 20:45,0%,0 W/m²,62 %H,0 mm,0 MW,1006 hPa,28.8 °C,8.88 GW,9.40 GW,519 MW,27.1 km/h,19.2 EGP,1.16,$99.50 
8/22/2022 21:00,0%,0 W/m²,63 %H,0 mm,0 MW,1006 hPa,28.1 °C,9.24 GW,9.70 GW,465 MW,25.9 km/h,19.2 EGP,1.16,$98.40 
8/22/2022 21:15,0%,0 W/m²,64 %H,0 mm,0 MW,1006 hPa,27.6 °C,9.05 GW,9.50 GW,452 MW,25.6 km/h,19.2 EGP,1.16,$96.60 
8/22/2022 21:30,0%,0 W/m²,66 %H,0 mm,0 MW,1006 hPa,28 °C,8.45 GW,8.81 GW,364 MW,24.9 km/h,19.2 EGP,1.16,$97.00 
8/22/2022 21:45,0%,0 W/m²,65 %H,0 mm,0 MW,1006 hPa,27.9 °C,8.14 GW,8.50 GW,359 MW,24.8 km/h,19.2 EGP,1.16,$98.90 
8/22/2022 22:00,0%,0 W/m²,67 %H,0 mm,0 MW,1006 hPa,27.3 °C,8.33 GW,8.64 GW,305 MW,23.9 km/h,19.2 EGP,1.17,$97.00 
8/22/2022 22:15,0%,0 W/m²,70 %H,0 mm,0 MW,1006 hPa,26.6 °C,8.43 GW,8.73 GW,304 MW,23.9 km/h,19.1 EGP,1.17,$99.30 
8/22/2022 22:30,0%,0 W/m²,68 %H,0 mm,0 MW,1006 hPa,27 °C,7.78 GW,8.10 GW,311 MW,24 km/h,19.1 EGP,1.17,$96.20 
8/22/2022 22:45,0%,0 W/m²,70 %H,0 mm,0 MW,1006 hPa,26.6 °C,7.66 GW,8.00 GW,334 MW,24.4 km/h,19.1 EGP,1.17,$98.60 
8/22/2022 23:00,0%,0 W/m²,70 %H,0 mm,0 MW,1006 hPa,26.6 °C,7.50 GW,7.84 GW,339 MW,24.5 km/h,19.1 EGP,1.17,$95.50 
8/22/2022 23:15,0%,0 W/m²,71 %H,0 mm,0 MW,1005 hPa,26.3 °C,7.64 GW,7.98 GW,333 MW,24.4 km/h,19.1 EGP,1.17,$96.60 
8/22/2022 23:30,0%,0 W/m²,72 %H,0 mm,0 MW,1005 hPa,26.3 °C,7.39 GW,7.71 GW,327 MW,24.3 km/h,19.1 EGP,1.17,$95.50 
8/22/2022 23:45,0%,0 W/m²,71 %H,0 mm,0 MW,1005 hPa,26.3 °C,7.13 GW,7.46 GW,327 MW,24.3 km/h,19.1 EGP,1.17,$97.70 
8/23/2022 0:00,0%,0 W/m²,72 %H,0 mm,0 MW,1005 hPa,26.1 °C,6.96 GW,7.28 GW,327 MW,24.3 km/h,19.2 EGP,1.17,$99.50 
8/23/2022 0:15,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.9 °C,7.56 GW,7.85 GW,286 MW,23.6 km/h,19.2 EGP,1.17,$99.80 
8/23/2022 0:30,0%,0 W/m²,73 %H,0 mm,0 MW,1005 hPa,25.7 °C,7.48 GW,7.76 GW,280 MW,23.5 km/h,19.2 EGP,1.17,$99.70 
8/23/2022 0:45,0%,0 W/m²,73 %H,0 mm,0 MW,1005 hPa,25.9 °C,7.64 GW,7.92 GW,286 MW,23.6 km/h,19.2 EGP,1.17,$99.60 
8/23/2022 1:00,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.7 °C,7.63 GW,7.89 GW,263 MW,23.2 km/h,19.2 EGP,1.17,$99.50 
8/23/2022 1:15,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.5 °C,7.30 GW,7.55 GW,251 MW,23 km/h,19.1 EGP,1.17,$99.70 
8/23/2022 1:30,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.6 °C,7.53 GW,7.75 GW,216 MW,22.4 km/h,19.1 EGP,1.17,$99.80 
8/23/2022 1:45,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.6 °C,7.55 GW,7.75 GW,205 MW,22.2 km/h,19.2 EGP,1.17,$99.80 
8/23/2022 2:00,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.4 °C,7.64 GW,7.82 GW,181 MW,21.8 km/h,19.1 EGP,1.17,$99.80 
8/23/2022 2:15,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.4 °C,7.81 GW,8.05 GW,239 MW,21.3 km/h,19.1 EGP,1.17,$99.50 
8/23/2022 2:30,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.3 °C,7.97 GW,8.18 GW,207 MW,20.4 km/h,19.2 EGP,1.17,$99.80 
8/23/2022 2:45,0%,0 W/m²,73 %H,0 mm,0 MW,1006 hPa,25.2 °C,7.92 GW,8.17 GW,250 MW,21.6 km/h,19.1 EGP,1.17,$99.70 
8/23/2022 3:00,0%,0 W/m²,72 %H,0 mm,0 MW,1006 hPa,25.2 °C,7.81 GW,8.02 GW,203 MW,20.3 km/h,19.2 EGP,1.17,$99.90 
8/23/2022 3:15,0%,6 W/m²,72 %H,0 mm,19.7 MW,1006 hPa,25.2 °C,7.75 GW,7.95 GW,182 MW,19.7 km/h,19.2 EGP,1.17,$99.80 
8/23/2022 3:30,0%,25 W/m²,72 %H,0 mm,82.0 MW,1006 hPa,25.2 °C,8.02 GW,8.30 GW,200 MW,20.2 km/h,19.2 EGP,1.17,$99.80 
8/23/2022 3:45,0%,28 W/m²,72 %H,0 mm,91.8 MW,1006 hPa,25.2 °C,7.52 GW,7.81 GW,200 MW,20.2 km/h,19.2 EGP,1.17,$99.50 
8/23/2022 4:00,0%,34 W/m²,71 %H,0 mm,112 MW,1006 hPa,25.1 °C,7.92 GW,8.21 GW,175 MW,19.5 km/h,19.1 EGP,1.17,$99.80 
8/23/2022 4:15,0%,335 W/m²,67 %H,0 mm,1.09 GW,1007 hPa,26.3 °C,7.02 GW,8.23 GW,125 MW,18.1 km/h,19.1 EGP,1.17,$99.80 
8/23/2022 4:30,0%,294 W/m²,69 %H,0 mm,963 MW,1007 hPa,25.3 °C,7.18 GW,8.30 GW,157 MW,19 km/h,19.2 EGP,1.18,$99.90 
8/23/2022 4:45,0%,231 W/m²,69 %H,0 mm,747 MW,1007 hPa,26.8 °C,7.17 GW,8.05 GW,139 MW,17.6 km/h,19.1 EGP,1.17,$99.60 
8/23/2022 5:00,0%,375 W/m²,61 %H,0 mm,1.21 GW,1007 hPa,27.1 °C,7.12 GW,8.43 GW,93.2 MW,15.9 km/h,19.1 EGP,1.17,$99.70 
8/23/2022 5:15,0%,503 W/m²,53 %H,0 mm,1.62 GW,1007 hPa,27.6 °C,7.02 GW,8.72 GW,85.9 MW,15.6 km/h,19.2 EGP,1.17,$99.70 
8/23/2022 5:30,0%,517 W/m²,57 %H,0 mm,1.64 GW,1007 hPa,29.5 °C,6.74 GW,8.46 GW,79.1 MW,15.4 km/h,19.1 EGP,1.16,$99.80 
8/23/2022 5:45,0%,410 W/m²,57 %H,0 mm,1.32 GW,1007 hPa,27.2 °C,7.55 GW,8.93 GW,56.9 MW,14.6 km/h,19.2 EGP,1.17,$99.70 
8/23/2022 6:00,0%,589 W/m²,47 %H,0 mm,1.86 GW,1007 hPa,29.9 °C,6.91 GW,8.83 GW,62.3 MW,13.4 km/h,19.1 EGP,1.16,$99.90 
8/23/2022 6:15,0%,673 W/m²,44 %H,0 mm,2.11 GW,1007 hPa,30.4 °C,6.80 GW,8.97 GW,48.2 MW,12.7 km/h,19.1 EGP,1.16,$99.70 
8/23/2022 6:30,0%,686 W/m²,45 %H,0 mm,2.15 GW,1007 hPa,30.6 °C,6.47 GW,8.66 GW,46.2 MW,12.6 km/h,19.1 EGP,1.15,$99.70 
8/23/2022 6:45,0%,627 W/m²,43 %H,0 mm,1.97 GW,1007 hPa,30 °C,7.28 GW,9.30 GW,52.3 MW,12.9 km/h,19.1 EGP,1.16,$99.50 
8/23/2022 7:00,0%,712 W/m²,40 %H,0 mm,2.19 GW,1007 hPa,32.6 °C,7.18 GW,9.41 GW,36.0 MW,12.1 km/h,19.1 EGP,1.15,$99.70 
8/23/2022 7:15,0%,762 W/m²,36 %H,0 mm,2.32 GW,1007 hPa,33.7 °C,6.35 GW,8.70 GW,18.1 MW,11.2 km/h,19.1 EGP,1.14,$99.70 
8/23/2022 7:30,0%,750 W/m²,37 %H,0 mm,2.31 GW,1007 hPa,32.6 °C,7.28 GW,9.59 GW,0 MW,9.60 km/h,19.2 EGP,1.15,$99.60 
8/23/2022 7:45,0%,775 W/m²,37 %H,0 mm,2.38 GW,1007 hPa,33.1 °C,7.24 GW,9.63 GW,18.1 MW,11.2 km/h,19.1 EGP,1.15,$99.50 
8/23/2022 8:00,0%,782 W/m²,35 %H,0 mm,2.37 GW,1007 hPa,34.4 °C,6.57 GW,8.94 GW,0 MW,9.30 km/h,19.1 EGP,1.14,$99.90 
8/23/2022 8:15,0%,807 W/m²,32 %H,0 mm,2.43 GW,1007 hPa,35.1 °C,6.58 GW,9.01 GW,0 MW,8.60 km/h,19.1 EGP,1.14,$99.70 
8/23/2022 8:30,0%,806 W/m²,32 %H,0 mm,2.44 GW,1007 hPa,34.5 °C,6.95 GW,9.39 GW,0 MW,7.20 km/h,19.2 EGP,1.14,$99.50 
8/23/2022 8:45,0%,789 W/m²,35 %H,0 mm,2.38 GW,1007 hPa,34.8 °C,7.58 GW,9.96 GW,0 MW,7.50 km/h,19.1 EGP,1.14,$99.70 
8/23/2022 9:00,0%,821 W/m²,31 %H,0 mm,2.45 GW,1007 hPa,35.9 °C,7.28 GW,9.74 GW,0 MW,6.60 km/h,19.1 EGP,1.13,$99.50 
8/23/2022 9:15,0%,832 W/m²,30 %H,0 mm,2.48 GW,1007 hPa,36.1 °C,7.34 GW,9.82 GW,0 MW,6.50 km/h,19.1 EGP,1.13,$99.60 
8/23/2022 9:30,0%,833 W/m²,29 %H,0 mm,2.48 GW,1007 hPa,36.3 °C,7.79 GW,10.3 GW,0 MW,6.30 km/h,19.1 EGP,1.13,$99.80 
8/23/2022 9:45,0%,834 W/m²,28 %H,0 mm,2.49 GW,1007 hPa,36 °C,7.98 GW,10.5 GW,0 MW,6.60 km/h,19.2 EGP,1.13,$99.70 
8/23/2022 10:00,0%,840 W/m²,27 %H,0 mm,2.48 GW,1007 hPa,37.1 °C,7.15 GW,9.64 GW,0 MW,6.30 km/h,19.2 EGP,1.13,$99.60 
8/23/2022 10:15,0%,841 W/m²,26 %H,0 mm,2.46 GW,1006 hPa,38.1 °C,7.58 GW,10.0 GW,0 MW,8.40 km/h,19.1 EGP,1.13,$99.60 
8/23/2022 10:30,0%,841 W/m²,27 %H,0 mm,2.47 GW,1006 hPa,37.7 °C,7.22 GW,9.69 GW,0 MW,8.80 km/h,19.2 EGP,1.13,$99.90 
8/23/2022 10:45,0%,842 W/m²,27 %H,0 mm,2.47 GW,1007 hPa,37.8 °C,7.39 GW,9.87 GW,0 MW,9.30 km/h,19.1 EGP,1.13,$99.50 
8/23/2022 11:00,0%,842 W/m²,24 %H,0 mm,2.47 GW,1006 hPa,38.2 °C,7.79 GW,10.3 GW,0 MW,9.30 km/h,19.2 EGP,1.13,$99.70 
8/23/2022 11:15,0%,829 W/m²,24 %H,0 mm,2.43 GW,1006 hPa,38.3 °C,8.14 GW,10.6 GW,35.3 MW,12.1 km/h,19.1 EGP,1.13,$99.70 
8/23/2022 11:30,0%,835 W/m²,24 %H,0 mm,2.44 GW,1006 hPa,38.6 °C,8.40 GW,10.8 GW,16.7 MW,10.6 km/h,19.1 EGP,1.12,$99.70 
8/23/2022 11:45,0%,836 W/m²,24 %H,0 mm,2.44 GW,1006 hPa,38.6 °C,8.09 GW,10.6 GW,33.3 MW,12 km/h,19.2 EGP,1.12,$99.60 
8/23/2022 12:00,0%,827 W/m²,22 %H,0 mm,2.41 GW,1006 hPa,38.9 °C,7.81 GW,10.3 GW,39.1 MW,12.3 km/h,19.1 EGP,1.12,$99.80 
8/23/2022 12:15,2%,818 W/m²,21 %H,0 mm,2.38 GW,1005 hPa,38.9 °C,8.50 GW,10.9 GW,54.7 MW,13.1 km/h,19.1 EGP,1.12,$99.70 
8/23/2022 12:30,2%,778 W/m²,22 %H,0 mm,2.26 GW,1005 hPa,39 °C,8.49 GW,10.8 GW,56.6 MW,13.2 km/h,19.1 EGP,1.12,$99.70 
8/23/2022 12:45,2%,804 W/m²,21 %H,0 mm,2.34 GW,1006 hPa,39 °C,9.03 GW,11.4 GW,66.3 MW,13.7 km/h,19.1 EGP,1.12,$99.60 
8/23/2022 13:00,2%,763 W/m²,20 %H,0 mm,2.22 GW,1005 hPa,39 °C,8.64 GW,10.9 GW,70.2 MW,13.9 km/h,19.2 EGP,1.12,$99.70 
8/23/2022 13:15,2%,745 W/m²,20 %H,0 mm,2.17 GW,1005 hPa,38.9 °C,8.40 GW,10.6 GW,70.2 MW,13.9 km/h,19.2 EGP,1.12,$99.80 
8/23/2022 13:30,2%,719 W/m²,20 %H,0 mm,2.09 GW,1005 hPa,39 °C,9.14 GW,11.3 GW,70.2 MW,13.9 km/h,19.1 EGP,1.12,$99.60 
8/23/2022 13:45,2%,725 W/m²,20 %H,0 mm,2.11 GW,1005 hPa,38.9 °C,8.48 GW,10.7 GW,70.2 MW,13.9 km/h,19.1 EGP,1.12,$99.70 
8/23/2022 14:00,1%,705 W/m²,20 %H,0 mm,2.05 GW,1005 hPa,38.8 °C,9.37 GW,11.5 GW,70.3 MW,13.9 km/h,19.2 EGP,1.12,$99.80 
8/23/2022 14:15,1%,616 W/m²,20 %H,0 mm,1.80 GW,1005 hPa,38.3 °C,9.34 GW,11.2 GW,70.4 MW,13.9 km/h,19.1 EGP,1.12,$99.60 
8/23/2022 14:30,1%,653 W/m²,20 %H,0 mm,1.91 GW,1005 hPa,38.3 °C,9.67 GW,11.7 GW,72.3 MW,14 km/h,19.2 EGP,1.12,$99.70 
8/23/2022 14:45,1%,651 W/m²,20 %H,0 mm,1.90 GW,1005 hPa,38.3 °C,9.55 GW,11.5 GW,72.3 MW,14 km/h,19.1 EGP,1.12,$99.50 
8/23/2022 15:00,1%,603 W/m²,20 %H,0 mm,1.77 GW,1005 hPa,38.1 °C,9.02 GW,10.9 GW,72.4 MW,14 km/h,19.1 EGP,1.12,$99.90 
8/23/2022 15:15,1%,481 W/m²,21 %H,0 mm,1.42 GW,1005 hPa,37 °C,9.08 GW,10.6 GW,76.5 MW,14.2 km/h,19.2 EGP,1.13,$99.90 
8/23/2022 15:30,1%,462 W/m²,21 %H,0 mm,1.36 GW,1005 hPa,37.8 °C,9.37 GW,10.8 GW,69.7 MW,15.1 km/h,19.1 EGP,1.13,$99.50 
8/23/2022 15:45,1%,506 W/m²,21 %H,0 mm,1.49 GW,1005 hPa,37.7 °C,9.93 GW,11.5 GW,74.4 MW,14.1 km/h,19.1 EGP,1.13,$99.70 
8/23/2022 16:00,1%,383 W/m²,23 %H,0 mm,1.13 GW,1005 hPa,36.9 °C,9.36 GW,10.6 GW,123 MW,17 km/h,19.2 EGP,1.13,$99.90 
8/23/2022 16:15,1%,328 W/m²,25 %H,0 mm,974 MW,1005 hPa,36.7 °C,10.2 GW,11.3 GW,161 MW,19.1 km/h,19.1 EGP,1.13,$99.50 
8/23/2022 16:30,1%,304 W/m²,25 %H,0 mm,905 MW,1005 hPa,36.4 °C,10.3 GW,11.4 GW,146 MW,17.8 km/h,19.2 EGP,1.13,$99.60 
8/23/2022 16:45,1%,115 W/m²,24 %H,0 mm,343 MW,1005 hPa,36.2 °C,10.8 GW,11.3 GW,187 MW,19.8 km/h,19.1 EGP,1.13,$99.80 
8/23/2022 17:00,1%,25 W/m²,28 %H,0 mm,75.4 MW,1005 hPa,34.9 °C,10.8 GW,11.2 GW,379 MW,25.1 km/h,19.2 EGP,1.14,$99.70 
8/23/2022 17:15,1%,18 W/m²,30 %H,0 mm,55.2 MW,1006 hPa,33 °C,10.4 GW,11.1 GW,702 MW,30.2 km/h,19.1 EGP,1.14,$99.50 
8/23/2022 17:30,1%,8 W/m²,31 %H,0 mm,24.2 MW,1006 hPa,34.4 °C,9.46 GW,10.2 GW,755 MW,32.2 km/h,19.1 EGP,1.14,$99.70 
8/23/2022 17:45,1%,16 W/m²,33 %H,0 mm,48.9 MW,1005 hPa,33.4 °C,9.81 GW,10.3 GW,442 MW,25.3 km/h,19.1 EGP,1.14,$99.80 
8/23/2022 18:00,0%,0 W/m²,38 %H,0 mm,0 MW,1006 hPa,32.8 °C,10.1 GW,10.9 GW,820 MW,32.7 km/h,19.1 EGP,1.15,$99.50 
8/23/2022 18:15,0%,0 W/m²,48 %H,0 mm,0 MW,1006 hPa,32.1 °C,9.34 GW,10.2 GW,829 MW,33.2 km/h,19.1 EGP,1.15,$99.60 
8/23/2022 18:30,0%,0 W/m²,46 %H,0 mm,0 MW,1006 hPa,32.2 °C,9.64 GW,10.5 GW,843 MW,34.2 km/h,19.2 EGP,1.15,$99.80 
8/23/2022 18:45,0%,0 W/m²,44 %H,0 mm,0 MW,1007 hPa,32.7 °C,9.31 GW,10.2 GW,843 MW,34.3 km/h,19.2 EGP,1.15,$99.80 
8/23/2022 19:00,0%,0 W/m²,49 %H,0 mm,0 MW,1007 hPa,30.6 °C,9.82 GW,10.7 GW,856 MW,34.8 km/h,19.2 EGP,1.15,$99.70 
8/23/2022 19:15,0%,0 W/m²,51 %H,0 mm,0 MW,1007 hPa,29.8 °C,9.55 GW,10.4 GW,848 MW,34.2 km/h,19.2 EGP,1.16,$99.60 
8/23/2022 19:30,0%,0 W/m²,51 %H,0 mm,0 MW,1007 hPa,29.9 °C,9.24 GW,10.1 GW,853 MW,34.6 km/h,19.2 EGP,1.16,$99.60 
8/23/2022 19:45,0%,0 W/m²,51 %H,0 mm,0 MW,1007 hPa,30.1 °C,9.10 GW,9.95 GW,855 MW,34.8 km/h,19.2 EGP,1.16,$99.50 
8/23/2022 20:00,0%,0 W/m²,52 %H,0 mm,0 MW,1007 hPa,29.5 °C,9.67 GW,10.5 GW,843 MW,33.9 km/h,19.2 EGP,1.16,$99.80 
8/23/2022 20:15,0%,0 W/m²,52 %H,0 mm,0 MW,1006 hPa,29.4 °C,9.51 GW,10.4 GW,840 MW,33.7 km/h,19.2 EGP,1.16,$99.70 
8/23/2022 20:30,0%,0 W/m²,52 %H,0 mm,0 MW,1006 hPa,29.2 °C,9.94 GW,10.8 GW,832 MW,33.1 km/h,19.2 EGP,1.16,$99.60 
8/23/2022 20:45,0%,0 W/m²,52 %H,0 mm,0 MW,1006 hPa,29.4 °C,9.32 GW,10.2 GW,840 MW,33.7 km/h,19.2 EGP,1.16,$99.50 
8/23/2022 21:00,0%,0 W/m²,52 %H,0 mm,0 MW,1006 hPa,28.9 °C,9.26 GW,10.1 GW,831 MW,33 km/h,19.2 EGP,1.16,$99.70 
8/23/2022 21:15,0%,0 W/m²,52 %H,0 mm,0 MW,1006 hPa,28.6 °C,9.37 GW,10.1 GW,701 MW,29.9 km/h,19.2 EGP,1.16,$99.50 
8/23/2022 21:30,0%,0 W/m²,52 %H,0 mm,0 MW,1006 hPa,28.8 °C,8.54 GW,9.37 GW,830 MW,32.9 km/h,19.2 EGP,1.16,$99.80 
8/23/2022 21:45,0%,0 W/m²,52 %H,0 mm,0 MW,1006 hPa,28.8 °C,8.98 GW,9.71 GW,723 MW,30.7 km/h,19.2 EGP,1.16,$99.70 
8/23/2022 22:00,0%,0 W/m²,51 %H,0 mm,0 MW,1006 hPa,28.4 °C,8.57 GW,9.26 GW,691 MW,29.5 km/h,19.2 EGP,1.16,$99.60 
8/23/2022 22:15,0%,0 W/m²,51 %H,0 mm,0 MW,1005 hPa,28.4 °C,7.88 GW,8.57 GW,694 MW,29.6 km/h,19.2 EGP,1.16,$99.80 
8/23/2022 22:30,0%,0 W/m²,51 %H,0 mm,0 MW,1006 hPa,28.4 °C,7.99 GW,8.69 GW,694 MW,29.6 km/h,19.2 EGP,1.16,$99.90 
8/23/2022 22:45,0%,0 W/m²,51 %H,0 mm,0 MW,1006 hPa,28.2 °C,7.75 GW,8.45 GW,694 MW,29.6 km/h,19.2 EGP,1.16,$99.90 
8/23/2022 23:00,0%,0 W/m²,51 %H,0 mm,0 MW,1005 hPa,28 °C,7.33 GW,8.03 GW,697 MW,29.7 km/h,19.2 EGP,1.16,$99.90 
8/23/2022 23:15,0%,0 W/m²,51 %H,0 mm,0 MW,1005 hPa,27.8 °C,7.12 GW,7.81 GW,681 MW,29.1 km/h,19.2 EGP,1.16,$99.60 
8/23/2022 23:30,0%,0 W/m²,51 %H,0 mm,0 MW,1005 hPa,27.7 °C,7.72 GW,8.31 GW,592 MW,28.4 km/h,19.2 EGP,1.16,$99.80 
8/23/2022 23:45,0%,0 W/m²,51 %H,0 mm,0 MW,1005 hPa,27.8 °C,6.88 GW,7.56 GW,683 MW,29.2 km/h,19.2 EGP,1.16,$99.50 
8/24/2022 0:00,0%,0 W/m²,51 %H,0 mm,0 MW,1005 hPa,27.6 °C,7.41 GW,7.96 GW,555 MW,27.6 km/h,19.2 EGP,1.16,$99.90 
8/24/2022 0:15,0%,0 W/m²,52 %H,0 mm,0 MW,1005 hPa,27.4 °C,7.93 GW,8.25 GW,320 MW,24 km/h,19.2 EGP,1.16,$98.90 
8/24/2022 0:30,0%,0 W/m²,52 %H,0 mm,0 MW,1005 hPa,27.3 °C,7.48 GW,7.98 GW,500 MW,26.4 km/h,19.2 EGP,1.17,$99.50 
8/24/2022 0:45,0%,0 W/m²,52 %H,0 mm,0 MW,1005 hPa,27.2 °C,7.98 GW,8.20 GW,218 MW,22.3 km/h,19.2 EGP,1.17,$99.30 
8/24/2022 1:00,0%,0 W/m²,52 %H,0 mm,0 MW,1005 hPa,27.1 °C,7.83 GW,8.01 GW,182 MW,21.7 km/h,19.2 EGP,1.17,$99.50 
8/24/2022 1:15,0%,0 W/m²,53 %H,0 mm,0 MW,1005 hPa,27 °C,8.03 GW,8.26 GW,221 MW,20.6 km/h,19.2 EGP,1.17,$99.40 
8/24/2022 1:30,0%,0 W/m²,53 %H,0 mm,0 MW,1005 hPa,26.9 °C,8.47 GW,8.71 GW,232 MW,20.9 km/h,19.2 EGP,1.17,$99.70 
8/24/2022 1:45,0%,0 W/m²,54 %H,0 mm,0 MW,1005 hPa,27.1 °C,8.41 GW,8.65 GW,232 MW,20.9 km/h,19.2 EGP,1.17,$99.50 
8/24/2022 2:00,0%,0 W/m²,54 %H,0 mm,0 MW,1005 hPa,26.5 °C,8.45 GW,8.64 GW,195 MW,19.9 km/h,19.2 EGP,1.17,$99.50 
8/24/2022 2:15,0%,0 W/m²,55 %H,0 mm,0 MW,1005 hPa,26.1 °C,8.67 GW,8.93 GW,254 MW,22.9 km/h,19.2 EGP,1.17,$99.90 
8/24/2022 2:30,0%,0 W/m²,55 %H,0 mm,0 MW,1005 hPa,26.4 °C,8.03 GW,8.26 GW,229 MW,22.5 km/h,19.2 EGP,1.17,$99.40 
8/24/2022 2:45,0%,0 W/m²,56 %H,0 mm,0 MW,1005 hPa,26.2 °C,8.56 GW,8.76 GW,202 MW,20.1 km/h,19.2 EGP,1.17,$99.60 
8/24/2022 3:00,0%,0 W/m²,56 %H,0 mm,0 MW,1005 hPa,25.9 °C,8.20 GW,8.48 GW,277 MW,23.3 km/h,19.2 EGP,1.17,$99.20 
8/24/2022 3:15,0%,17 W/m²,58 %H,0 mm,55.5 MW,1005 hPa,25.8 °C,8.52 GW,8.87 GW,300 MW,23.7 km/h,19.2 EGP,1.17,$99.30 
8/24/2022 3:30,0%,2 W/m²,57 %H,0 mm,6.55 MW,1005 hPa,25.6 °C,8.70 GW,9.00 GW,295 MW,23.6 km/h,19.2 EGP,1.17,$99.20 
8/24/2022 3:45,0%,9 W/m²,58 %H,0 mm,29.4 MW,1005 hPa,25.7 °C,8.39 GW,8.70 GW,282 MW,23.4 km/h,19.2 EGP,1.17,$99.00 
8/24/2022 4:00,0%,34 W/m²,58 %H,0 mm,111 MW,1005 hPa,25.6 °C,8.35 GW,8.80 GW,343 MW,24.4 km/h,19.2 EGP,1.17,$99.70 
8/24/2022 4:15,0%,380 W/m²,56 %H,0 mm,1.23 GW,1005 hPa,26.9 °C,7.56 GW,9.04 GW,257 MW,21.6 km/h,19.2 EGP,1.17,$99.20 
8/24/2022 4:30,0%,37 W/m²,58 %H,0 mm,119 MW,1005 hPa,27.3 °C,8.69 GW,9.02 GW,215 MW,22.3 km/h,19.2 EGP,1.17,$99.20 
8/24/2022 4:45,0%,210 W/m²,54 %H,0 mm,679 MW,1005 hPa,27 °C,7.69 GW,8.64 GW,277 MW,23.3 km/h,19.2 EGP,1.17,$99.30 
8/24/2022 5:00,0%,392 W/m²,52 %H,0 mm,1.26 GW,1005 hPa,27.4 °C,7.68 GW,9.18 GW,232 MW,20.9 km/h,19.2 EGP,1.16,$99.80 
8/24/2022 5:15,0%,530 W/m²,52 %H,0 mm,1.69 GW,1005 hPa,28.5 °C,7.39 GW,9.24 GW,161 MW,19 km/h,19.2 EGP,1.16,$99.70 
8/24/2022 5:30,0%,409 W/m²,51 %H,0 mm,1.31 GW,1005 hPa,27.8 °C,7.76 GW,9.24 GW,158 MW,18.9 km/h,19.2 EGP,1.16,$99.70 
8/24/2022 5:45,0%,600 W/m²,49 %H,0 mm,1.92 GW,1005 hPa,28.3 °C,6.89 GW,8.89 GW,83.3 MW,15.5 km/h,19.2 EGP,1.16,$99.50 
8/24/2022 6:00,0%,603 W/m²,42 %H,0 mm,1.89 GW,1005 hPa,30.4 °C,7.68 GW,9.64 GW,68.5 MW,15 km/h,19.2 EGP,1.15,$99.70 
8/24/2022 6:15,0%,653 W/m²,35 %H,0 mm,2.04 GW,1005 hPa,30.8 °C,7.64 GW,9.76 GW,78.1 MW,14.2 km/h,19.2 EGP,1.15,$99.70 
8/24/2022 6:30,0%,661 W/m²,39 %H,0 mm,2.04 GW,1005 hPa,32.1 °C,6.87 GW,8.99 GW,69.8 MW,13.8 km/h,19.2 EGP,1.15,$99.20 
8/24/2022 6:45,0%,711 W/m²,40 %H,0 mm,2.21 GW,1005 hPa,31.6 °C,7.27 GW,9.54 GW,56.9 MW,14.6 km/h,19.2 EGP,1.15,$98.90 
8/24/2022 7:00,0%,722 W/m²,34 %H,0 mm,2.21 GW,1005 hPa,33.2 °C,7.79 GW,10.0 GW,37.9 MW,12.2 km/h,19.2 EGP,1.14,$99.00 
8/24/2022 7:15,0%,784 W/m²,30 %H,0 mm,2.39 GW,1005 hPa,33.6 °C,7.67 GW,10.1 GW,0 MW,9.50 km/h,19.2 EGP,1.14,$99.00 
8/24/2022 7:30,0%,726 W/m²,33 %H,0 mm,2.22 GW,1005 hPa,33.4 °C,7.96 GW,10.2 GW,5.09 MW,9.90 km/h,19.2 EGP,1.14,$99.70 
8/24/2022 7:45,0%,741 W/m²,30 %H,0 mm,2.23 GW,1005 hPa,35.3 °C,7.79 GW,10.0 GW,14.0 MW,11 km/h,19.2 EGP,1.13,$99.70 
8/24/2022 8:00,0%,787 W/m²,28 %H,0 mm,2.36 GW,1005 hPa,35.4 °C,7.36 GW,9.73 GW,0 MW,8.70 km/h,19.2 EGP,1.13,$99.50 
8/24/2022 8:15,0%,802 W/m²,26 %H,0 mm,2.37 GW,1005 hPa,37 °C,7.14 GW,9.52 GW,0 MW,5.30 km/h,19.2 EGP,1.13,$99.40 
